entname,PERSON_PMS_002,COM_CICI_035,COM_CICI_037,LRB_020,LRB_007,LRB_001,LRB_022,LRB_011,LRB_013,LRB_009,TAX_TW_015,TAX_TW_016,TAX_TW_017,TAX_TW_001,TAX_TW_024,TAX_TW_004,TAX_TW_003,TAX_TW_018,TAX_TW_025,TAX_TW_019,TAX_TW_020,TAX_TW_027,TAX_TW_022,TAX_TW_023,OPT_ARCSS_001,DWSBJN_002,DEBT_DMP_021,DEBT_DMP_025,NSDJ_016,TAX_TW_009,TAX_TW_028,JUSTICE_JNP_023,JUSTICE_JNP_024,JUSTICE_JNP_025,JUSTICE_JNP_026,JUSTICE_JNP_027,JUSTICE_JNP_028,JUSTICE_JNP_029,JUSTICE_JNP_030,JUSTICE_JNP_031,JNSHJXYHB_002,JNSHJXYYBMD_002,JUSTICE_JE_009,JUSTICE_JNP_022,SHTZXY_002,LRB_002,LRB_004,LRB_021,LRB_023,COM_CIBI_006,COM_CIBI_033,XWQY_001,TAX_TW_029,TAX_TW_030,COM_CIBI_002,LRB_024,LRB_025,LRB_026,ZCFZB_034,TAX_TW_031,DL_002
5632,2,0,0,0.37293,-0.006824,2,45.73,6435017.59,95160.7,-43911.9,2388,4384,3351,17367.41,3.39,30955.675,-0.627929182,2384,2384,4200,3324,7378,15599,2549,4355.8,5,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014788,-0.006824,-0.007798,43.05,7,1,1,113,32,500,-1.57,-0.69,0.63,-3.3,-0.66,0
5634,2,0,0,-0.93325,-0.001553,2,12.44,2439599.03,61420.6,-3789.57,830,2066,3095,119067.57,15.75,62993.725,16.20659462,828,828,1966,2893,9032,17919,20875,3528,3,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025177,-0.001553,-0.002313,2.6,7.08,1,1,61,69,300,12.23,7.95,-2.11,-948.33,56.9,0
5647,0,0,0,63.658845,0.134031,1.937707,40.39,9893272.56,1736.11,1243401.44,34829,1776,3140,565615.86,97.95,241507.85,550.6104702,34828,34828,1964,3372,35784,767,1493,1742.32,2,0,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175,0.125682,0.166534,-1980.24,2.75,1,0,8,11,1000,56.82,28.62,149.07,9.11,1777.16,0
5664,2,0,0,0.68038,0.001836,1.95,34.55,6772592,290,11809.99,1080,3474,1807,57191.01,7.58,87199.21,-0.516283673,1078,1078,3313,1668,9032,4261,5225,4538.65,5,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000043,0.001744,0.001843,-8.11,9.33,1,1,105,75,3010,-0.88,0.1,1.68,6,-0.79,0
5691,2,0,0,0.107076,0.040532,2,7.27,2897079.66,-2215.32,117423.12,2724,2613,3772,113837.36,12.42,91200.43,0.539235043,2721,2721,2525,3659,8705,8322,4044,2649.78,3,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000765,0.040532,0.045415,-195.71,8,1,1,105,75,2180,-1.15,-0.18,1.17,11.2,2.46,0
5797,2,0,0,26.004278,0.020518,1.999652,42.46,16929897.93,470090.84,347252.5,2261,1001,1113,456861.09,54.73,568463.055,-0.328438454,2258,2258,951,1052,8705,10077,9929,25504.34,29,0,0,1,1,17,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0.027767,0.020511,0.026975,-578.75,14.67,1,1,92,36,2000,-1.63,-0.73,50.44,1.4,0.11,0
5830,3,0,0,0.160224,0.005481,1.75,639.35,156593943.3,-77109.13,643681.42,4366,2136,2639,288067.02,66.38,157029.555,-0.228506243,4357,4357,4144,4659,35784,403,564,2613.48,3,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000492,0.004111,0.004142,-1025.13,3.17,2,0,89,31,5000,-1.76,-0.88,0.62,-4.78,0.26,0
5925,2,0,0,-0.356486,0.01082,2,28.89,11521152,267806.25,124658.6,728,1590,1684,363272.36,45.56,296716.21,0.505950657,727,727,1537,1641,8705,2380,2201,5278.86,6,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.023245,0.01082,0.012187,-207.76,22.08,2,1,23,22,6000,0.85,1.68,-0.65,838.8,2.38,0
5984,2,0,0,-0.72821,0.042387,1.95,10.5,2059090.94,-163.74,82915.18,1856,2257,2847,69219.37,10.22,63472.97,0.077922584,1852,1852,2222,2809,9032,1692,2263,3484.64,4,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00008,0.040268,0.046478,-56.95,4.08,2,0,46,42,1000,0.77,1.6,-1.68,-7.33,1.28,0
6005,2,0,0,-0.933986,0.022804,1.95,66.61,13058251.33,-2508.02,282888.43,1976,1152,989,208863.55,28.31,246092.19,-0.343489047,1971,1971,1119,955,9032,1115,1012,18221.91,21,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000192,0.021664,0.033863,-194.3,11.5,2,0,107,68,550,-1.3,-0.35,-2.14,4,-0.17,0
6036,3,0,0,-1.044574,-0.006138,2,141.06,19848869.06,111557.51,-121825.42,1807,272,259,480913.78,107.43,769753.135,-0.560709315,1803,1803,247,223,7378,953,664,30073.68,34,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00562,-0.006138,-0.011177,119.44,9.67,1,1,61,69,1000,-0.83,0.19,-2.14,13.2,-0.47,0
6091,2,0,0,-0.777831,-0.0844,2.000528,2,392773.58,-7.94,-33167.68,8914,6527,8366,17487.96,2.34,9226.535,16.79727667,8914,8914,6291,8058,9032,6789,9331,1788.5,2,0,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00002,-0.084445,-0.110559,22.78,5.75,1,0,102,44,3010,25.19,12.5,-1.77,-10.22,58.93,0
6185,2,0,0,1.146648,0.012284,1.95,5.34,2127507.5,2425.56,24826.82,3981,12413,13141,7284.14,0.79,6538.39,-0.18083386,3976,3976,12202,13759,8705,9542,4730,2640.2,3,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114,0.011669,0.01709,-41.38,4.08,2,1,16,53,300,-2.33,-1.82,2.4,-72,0.51,0
6238,3,0,0,-16.2256,0.073756,1.953809,4.61,1128181.59,167.62,79366.73,34835,69244,81210,-85470.64,-12.67,-88726.19,0.057377146,34834,34834,69242,81205,35784,16508,22963,871.16,1,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149,0.070349,0.076832,-126.4,5.83,1,1,56,7,300,-1.06,-0.12,-36.15,-6.67,0.81,0
6258,0,3,1,-8.553284,-0.114233,2,16.96,4632118.58,961.82,-529139.17,375,195,228,36793.03,1.78,33284.19,0.105624246,375,375,176,201,375,124,175,11437.53,13,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000208,-0.114233,-0.127195,-529139.17,3.58,2,0,14,60,10000,0.42,1.44,-18.27,-2,1.44,0
6276,2,0,0,-267.088138,-0.137103,1.999486,18.61,10308467.74,1859.19,-1412592.28,11009,16642,1408,-358767.88,-18.04,169642.385,-1.51395533,11005,11005,16623,1331,11152,16895,8451,5260.2,6,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00018,-0.137032,-0.163988,-1412592.28,12.83,2,1,112,65,15000,-3,-2.5,-890.62,64.6,-5.57,0
6293,2,0,0,-0.761236,-0.311546,2,2.75,540027.75,21.63,-168243.57,2310,4464,5549,29534.87,3.89,23375.47,0.715540771,2306,2306,4246,5280,9032,17919,20875,4355.8,5,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00004,-0.311546,-2.584872,115.56,9.25,2,1,109,77,300,-1.4,-0.45,-1.73,-8.78,3.48,0
6296,2,0,0,-0.984689,-0.002365,2,11.5,6372196.87,2669.2,-15069.45,1744,2269,2622,214996.36,12.64,177709.93,0.531056839,1741,1741,2197,2520,11152,16895,18602,24634.68,28,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000419,-0.002365,-0.003968,-15069.45,5.67,2,1,68,78,5000,0.33,1.5,-3.06,2.2,3.3,0
6327,2,0,0,-4.700085,-0.487349,2,74.59,589523.25,-149.3,-287303.28,450,159,145,2139.84,8.05,13720.42,-0.926831845,450,450,174,141,450,62,93,9582.76,11,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000253,-0.487349,-18.364209,81.43,3.25,1,0,94,18,301,-1.24,-0.35,-20.81,5.11,-0.41,0
6338,2,0,0,-1.022231,0.002239,1.899704,7.25,737559.45,231.29,1485.96,8153,16745,13200,165.65,0.06,69.905,-0.571188196,8153,8153,15982,13396,8186,7325,6359,4355.8,5,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000314,0.002015,0.002355,-1.79,8.33,1,1,85,33,300,-0.3,0.69,-2.04,3.38,-0.08,0
6386,2,0,0,-0.565091,0.00117,1.931087,69.44,13613522.95,-206.96,14827.23,4462,5551,5430,25091.35,3.32,18322.565,0.76042464,4459,4459,5438,5543,9032,3957,2880,882,1,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000015,0.001089,0.001094,-10.18,5.08,1,1,113,32,300,0.19,1.15,-1.32,-6.44,3.62,0
6439,2,0,0,0.013581,0.040344,1.917881,125.14,69313087.82,171674.66,2566701.72,11093,16855,18572,-3247950.9,-154.3,-3672522.805,0.153410942,11091,11091,16847,18572,11152,657,445,15880.34,16,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002477,0.037031,0.042454,2566701.72,8.25,2,0,62,48,2000,-1.44,-0.5,0.03,13,0.35,0
6492,2,0,0,2.517302,-0.082431,2,561.01,78938053.25,-48777.63,-6506938.6,89,94,153,1965114.78,673.42,1476362.705,0.989766736,87,87,67,120,7378,15599,18537,956876.82,272,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000618,-0.082431,-2890.687961,6379.35,7.25,2,1,90,70,6500,3,3.44,5.14,112.5,3.61,0
6493,5,0,0,3.300483,0.247541,2,205.31,28888291.01,-889.15,7151049.46,637,308,418,462612.96,112.32,447956.525,0.067650274,633,633,283,371,7378,15599,18537,57977.99,28,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000031,0.247541,0.525629,-7010.83,7.25,2,1,107,68,2000,3.09,3.5,6.73,-26.4,1.18,0
6516,2,2,1,-8.371318,0.095455,2,14.09,1982997.77,-88.57,189287.11,4425,5797,7706,12014.17,2.33,6500.775,11.16772671,4420,4420,5609,7419,7378,15599,18537,5206.26,6,0,0,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000045,0.095455,1.051595,-185.58,3.25,1,0,66,33,300,2.83,3.31,-17.08,14.8,30.39,0
6521,2,0,0,2.53332,0.022336,1.95,35.97,14341454.51,18748.29,304307.62,947,1334,1842,524470.38,57.92,284962.465,10.09920456,946,946,1280,1790,8705,25715,3193,11527.36,13,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001307,0.021219,0.024614,-507.18,4.75,1,1,55,32,700,1.04,1.86,5.56,761.2,28.3,0
6622,2,3,1,0.458692,0.010761,1.953045,45.67,18211246.18,1922.24,186765.92,744,1825,2306,263039.38,28.95,191756.345,0.993642974,743,743,1791,2245,8705,1595,2524,17632.96,19,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106,0.010256,0.011983,-311.28,7.83,1,1,91,67,2000,0.63,1.5,0.79,-0.8,3.68,0
6631,3,0,0,-3.70117,0.111382,1.95,18.25,3576968.2,644.94,378487.83,1382,1837,2706,108618.06,15.77,73730.44,1.796348463,1380,1380,1741,2534,9032,17919,5777,2189.38,1,0,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0.105812,0.140327,-259.96,5.08,1,1,103,41,500,2.72,3.05,-8.11,-3.44,7.21,0
6632,0,0,0,-0.677694,0.005244,1.800422,207.02,114662514.9,2097107.11,481269.49,764,134,178,3047008.04,198.75,8022804.225,-0.771464381,758,758,110,140,11152,549,469,105261.25,117,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018289,0.004197,0.005638,481269.49,17.33,2,0,74,23,10100,-7.56,-9,-2.25,-11.8,-2.35,1
6772,3,0,0,-2.890778,0.505745,2,27.85,3918804.02,4010.71,1981914.3,592,1038,1032,181951.75,35.67,138300.815,0.92236641,588,588,985,960,7378,15599,18537,13175.8,15,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001023,0.505745,1.528036,-1943.05,11.58,1,1,107,68,500,0.63,1.56,-5.9,-4.4,3.42,0
6775,2,0,0,-0.86967,0.002252,2,46.78,6581844.21,-226.07,14822.31,998,791,1070,240613.02,48.75,144999.785,3.872035402,994,994,741,1002,7378,15599,18537,40944.52,47,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000034,0.002252,0.017501,-14.53,13.83,1,1,105,75,3000,-0.6,0.44,-1.78,-37.4,11.18,0
6779,2,0,0,-0.757881,0.00742,1.95,28.04,5496649.34,870.1,38748.33,1885,1770,1537,122743.64,19.44,130210.985,-0.164071249,1881,1881,1733,1452,9032,1771,2316,6941.68,8,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000158,0.007049,0.007942,-26.61,4.83,2,1,59,34,300,-0.44,0.55,-1.73,-0.78,0.45,0
6798,2,0,0,59.403528,0.113216,1.994052,23.05,3243670.94,-394.51,365049.67,2680,3922,4974,18964,6.84,17612.29,0.028136034,2676,2676,3913,4886,7378,2096,3672,9544.81,11,0,0,3,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000122,0.112542,0.233356,-357.89,3.42,1,0,109,30,1200,9.4,7.19,126.94,-9.8,1.08,0
6838,2,0,0,3.029398,0.0474,1.933079,26.45,6479363.55,533.21,286566.67,34829,18667,10131,27160.94,4.69,64118.31,-0.743271411,34828,34828,18240,9936,35784,18595,10698,6119.8,6,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000082,0.044228,0.052469,-456.39,15.83,1,1,61,69,1200,-1.29,-0.25,10.02,11.78,-1.39,0
6859,0,0,0,1.476712,0.05378,1.923807,144.94,57795329.5,322768.28,2871403.33,236,301,300,2449639.8,269.77,2912146.12,-0.284327348,235,235,261,253,8705,1048,802,40471.26,46,0,0,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005585,0.049682,0.062591,-4785.67,12.25,2,0,87,64,2000,-1.23,-0.27,2.75,8.4,0.24,0
6881,2,0,0,-0.627273,0.095147,1.95,68.74,9672653.76,-2480.77,874304.99,756,654,691,45604.21,23.39,155262.375,-0.877092247,753,753,996,908,7378,133,215,46856.34,54,0,0,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000256,0.090389,1.965148,-857.16,3.25,1,0,31,30,1000,-0.09,0.94,-1.27,-11.6,-1.32,0
6948,2,0,0,-0.330082,0.020086,1.95,191.8,37600331.88,-1560.15,717474.9,484,296,284,810340.05,107.41,1046665.085,-0.408693031,483,483,264,254,9032,415,478,21347.16,18,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000041,0.019082,0.023843,-492.78,3.83,1,1,11,13,300,-0.63,0.4,-0.73,-2.56,-0.41,0
6988,2,0,0,-0.486225,-0.048553,2,11.93,1678113.07,428.82,-81478.04,7340,7457,7738,5468.89,1.01,3297.86,3.853340788,7340,7340,7203,7455,7378,15599,18537,2621.79,3,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256,-0.048553,-0.056644,79.88,6.25,1,1,107,68,300,10.63,7.81,-1,3,11.13,0
7013,2,0,0,-1.672487,0.07588,2,50.51,7107326.71,1819.66,539302.64,1539,2306,2378,65796.79,12.66,54725.6,0.507219775,1535,1535,2193,2215,7378,15599,18537,11498.76,13,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256,0.07588,0.094888,-528.73,6.08,2,1,60,62,300,8.83,6.94,-3.41,0.2,2.34,0
7057,2,0,0,-0.10678,-0.001746,2.004012,73.09,10284413.67,8057.41,-18030.04,2277,3577,3593,26143.2,5.02,28410.89,-0.190317206,2273,2273,3425,3445,7378,15599,4128,3470.84,4,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000783,-0.001753,-0.001784,17.68,4.67,1,1,113,32,600,-1.2,-0.25,-0.2,50.1,0.5,0
7067,2,3,1,0.659271,0.027354,1.944726,437.93,40008887.91,79366.29,1033904.54,157,157,196,246074.93,123.38,149111.2,0.707064464,157,157,176,233,1271,41,66,26895.85,30,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001984,0.025842,0.030595,-980.63,4.33,1,1,87,64,500,1.34,2.13,1.35,2.07,2.48,0
7079,2,3,1,-0.588437,0.002012,2,27.79,11081626.58,-17258.88,22297.82,1661,1691,1846,362768.01,39.59,286916.68,0.696023013,1660,1660,1634,1778,8705,7960,5873,4368.8,5,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001557,0.002012,0.002066,-37.16,20.5,2,1,77,26,3080,-0.67,0.36,-1.1,792.4,2.89,0
7118,2,0,0,-5.10763,0.016458,2,21.45,11883340.66,-84227.15,195579.64,1633,2116,2193,239982.59,13.79,247560.985,-0.059405922,1629,1629,2047,2105,11152,16895,18602,16650.65,19,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.007088,0.016458,0.01922,195579.64,6.75,2,1,61,52,5000,1,2.25,-15.97,-321.4,0.74,0
7172,3,0,0,6.991469,0.144677,1.97509,168.72,41323605,108860.37,5829662.15,707,748,983,1150394.99,203.96,949377.035,0.390732728,704,704,711,909,35784,830,1563,19459.44,22,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002634,0.141073,0.245969,-9284.31,4.83,2,1,11,13,500,1.47,2.38,18,-1.89,2.26,0
7181,2,0,0,3.251192,0.029018,1.956077,72.85,14281708.94,-2670.28,396222.86,2588,1301,1327,163933.53,21.75,171857.975,-0.179120773,2585,2585,1277,1278,9032,1104,1362,16142.58,18,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000187,0.027743,0.032835,-272.14,6.67,1,1,61,52,1100,-1.28,-0.3,6.95,-41.33,0.38,0
7189,0,0,0,-0.596089,0.041684,1.976913,28.65,2913767.51,2166.45,118653.29,1592,2029,3366,35693.41,9.42,45137.89,-0.507991175,1588,1588,2120,3533,8186,891,1674,1753.16,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000744,0.040722,0.044406,-143.09,6.67,1,0,93,41,501,-2.7,-2.08,-1.22,-3.44,0.04,0
7192,3,4,1,5.293881,0.059572,1.984113,19.09,4675975.72,997.38,274133.1,22353,12696,16898,28534.88,4.46,22880.015,0.195752181,22341,22341,13403,17571,35784,5468,8938,1742.32,2,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213,0.058626,0.069237,-436.58,10.42,2,1,11,12,300,24,16.12,13.87,-52.44,1.65,0
7207,2,0,0,1.307812,0.099544,1.95,48.9,9587033.61,1536.85,906613.48,884,1938,2749,104788.42,14.3,57896.045,2.282759878,882,882,2032,3020,9032,852,1209,2613.48,3,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0.094567,0.113534,-622.69,7.83,1,1,93,41,1000,-0.09,0.9,2.98,7.22,8.86,0
7272,0,0,0,1.295575,0.013389,1.955133,35.6,19716169.12,568,252135.84,4004,3986,5141,81531.62,5.59,44634.81,1.871662855,3997,3997,4318,5470,11152,1159,1905,28153.92,32,0,0,3,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000029,0.012788,0.013518,252135.84,2.42,2,0,20,20,1000,41.11,29.75,4.09,3.6,9.13,0
7287,0,0,0,-0.63368,0.011471,2,112.63,11454888.38,-919.44,131396.02,1447,1252,1662,163349.56,43.07,126100.995,0.529675886,1442,1442,1216,1539,8186,886,1678,11325.08,13,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00008,0.011471,0.039531,-158.45,2.92,1,0,26,33,580,8.63,6.92,-1.26,-12.94,2,0
7328,2,0,0,0.681756,-0.271812,2,37.64,9218201.44,13419.26,-2505616.07,7957,14667,15118,34635.53,15.86,30060.57,0.359022994,7951,7951,14056,14338,35784,70038,82175,29619.44,34,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001456,-0.271812,-0.39997,3990.44,4.42,2,0,69,59,1000,-4.59,-4.62,1.7,-9.22,2.16,0
7337,2,0,0,13.768729,-0.000506,2,41.73,5871502.24,154.61,-2968.81,2082,4701,5889,15477.87,7.27,11130.11,0.929923416,2078,2078,4648,5837,7378,2671,3959,2613.48,3,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000026,-0.000506,-0.000529,2.91,6.83,1,1,107,68,501,2.49,3.06,2.16,7.4,3.45,0
7351,2,0,0,-0.626976,-0.027226,2,2.91,712374.98,-244.47,-19394.86,15606,25645,24526,11936.44,1.91,13664.46,-0.251314197,15596,15596,24897,23788,35784,70038,28025,4368.8,5,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000343,-0.027226,-0.045194,30.89,16.5,1,1,44,36,310,-2.35,-1.5,-1.57,-10.22,0.19,0
7424,0,0,0,-1.923236,0.032975,1.987614,4.62,1132009.76,161.06,36865.79,19012,40328,47355,2860.06,0.47,1776.345,1.476328185,19002,19002,40542,46916,35784,20515,31869,6436.56,7,0,0,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142,0.032567,0.041827,-58.71,2.25,1,0,47,19,300,10.29,8.88,-4.77,-4.33,5.77,0
7432,2,0,0,-1.966626,-0.068013,2,5.45,1069192.26,-6.57,-72718.96,1857,4112,5780,24695.68,3.28,20744.695,0.19085514,1853,1853,4104,5766,9032,2293,3676,1735.42,2,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000006,-0.068013,-0.103648,49.95,3.08,1,0,17,34,3001,-1.74,-0.85,-4.57,-10.67,1.66,0
7448,2,0,0,-0.013104,0.001045,1.938822,622.12,87537168.62,1209.78,85869.01,974,1222,980,112672.29,21.6,140687.67,-0.365678601,970,970,1188,923,7378,1531,1637,8106.1,5,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000014,0.000981,0.001002,-84.19,4.75,2,1,102,44,300,-1.51,-0.62,-0.04,-4.2,0.03,0
7535,2,0,0,0.713533,0.016481,1.95,74.59,18270078.88,9689.26,286059.09,3921,5161,6583,138690.93,22.97,101878.57,0.67873486,3913,3913,5220,6590,35784,3524,5254,40944.52,47,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0.015657,0.018318,-455.58,8,1,0,44,36,300,5.94,6,1.75,5.22,3.19,0
7568,2,0,0,-0.239176,-0.012238,2,65.58,26151216.07,138218.96,-320029.55,1106,2062,2204,215825.11,23.69,212766.895,0.029166318,1105,1105,1996,2119,8705,25715,28782,10599.12,12,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005285,-0.012238,-0.012782,533.38,3,1,0,80,60,1000,1.52,2.23,-0.46,27.6,1.08,0
7598,2,0,0,3.974106,0.074932,2,126.28,17767957.28,530775.82,1331386.2,595,810,976,195430.03,40.93,168967.34,0.371394056,591,591,770,902,7378,15599,18537,7949.34,9,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029873,0.074932,0.094109,-1305.28,4.33,1,1,59,34,3098,0.09,1.06,8.1,29.4,1.97,0
7624,2,1,0,-2.007547,0.337897,1.95,15.2,2138523.5,1931.67,686471.54,7340,6451,5514,6831.79,7.4,15066.375,-0.706802209,7340,7340,6248,5274,7378,15599,18537,12348.97,13,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000903,0.321003,8.212364,-673.01,3.08,2,0,107,68,500,2.43,3,-4,183.7,-0.87,0
7640,2,0,0,-12.889732,-0.091505,2,27.84,5457301.86,6772.83,-499371.83,5191,10568,9532,989.22,6.17,3796.24,-0.900085449,5186,5186,11760,10048,9032,2955,3975,38818.12,44,0,0,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001241,-0.091505,-0.096204,342.98,6.58,1,1,61,52,2000,3.05,3.3,-30.73,-3733.67,-2.1,0
7675,2,0,0,0.477707,0.01011,1.95,13.27,5289751.52,-330.28,50805.44,2848,7225,9147,12774.38,1.39,24358.65,-0.661627878,2844,2844,7169,9246,8705,4355,4781,1026,1,0,0,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000062,0.009605,0.009958,-84.68,4.5,1,0,107,68,501,-0.54,0.45,0.92,-14.6,-0.78,0
7721,2,0,0,-0.785206,0.010466,1.95,34.06,8341395.19,78338.31,82933.04,8067,8005,7310,54973.27,9.47,67722.73,-0.476470127,8061,8061,8298,7912,35784,4044,3385,12868.52,13,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009392,0.009942,0.01135,-132.08,9.25,2,1,23,22,510,-1.65,-0.75,-1.98,10.22,-0.55,0
7771,2,0,0,-0.999686,-0.000014,2,10.79,1518048.54,454.41,-20.8,3933,7232,8314,3104.58,0.6,4195.53,-0.567111048,3927,3927,6990,8516,7378,15599,3881,6182.82,7,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000299,-0.000014,-0.000015,0.02,6.08,1,1,83,32,900,-1.69,-0.81,-2.04,36.5,-0.5,0
7813,2,0,0,7.835174,0.002478,2,134.48,32936696.33,2592.23,81630.56,13391,24497,29148,11843.12,7.74,10772.035,0.220820641,13383,13383,23726,28069,35784,70038,82175,871.16,1,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000079,0.002478,0.002501,-130,3.58,1,0,53,53,3000,1.41,2.38,19.6,2,1.71,0
7829,0,2,1,-0.447469,0.003454,1.95,39.5,9675266.78,-18.89,31749.37,10197,17162,18467,28396.18,5.33,25522.65,0.060216448,10189,10189,16930,18613,35784,13984,12690,13067.4,15,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000002,0.003281,0.003765,-50.56,5.92,1,0,55,32,1000,-1.41,-0.5,-1.2,-15.33,1.19,0
7833,2,0,0,-0.951702,0.005523,1.95,9.26,3690968.52,1005.14,19364.43,8696,4805,2861,35194.81,3.85,124826.98,-0.851626106,8696,8696,4792,2904,8705,3023,1572,9715.86,11,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000272,0.005246,0.009154,-32.27,5.83,2,1,16,53,3000,-2.54,-2.23,-1.83,7.6,-1.3,0
7906,2,0,0,0.240728,0.007342,1.966133,62.42,8783504.44,5615.67,62302.12,2557,3221,3823,29141.97,5.55,25429.61,0.099701546,2554,2554,3243,3862,7378,1832,2397,2654.4,3,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000639,0.007093,0.007338,-61.08,6.33,1,1,107,68,1000,0.4,1.38,0.49,22.7,1.26,0
